Participant,File,Utterance #,Transcript,Coding
EAR_17.xlsx,138,,also even though i was like* fit as a as an anime character that's not really my thing i'm sorry did i miss a rave or something _ oh my god she's being into the rave _ well people don't call me the king of misunderstandings for a reason for no reason cuz like you my voice is actually very ,
EAR_17.xlsx,140,,did you notice oh wait did were you sleeping when he when he put on his headphones like* i told him to put on headphones and instead of being mature and being like* oh man you're trying to sleep just like* my girlfriend who's literally next to me oh maybe i should put on some headphones or something instead of doing the mature thing like that it was what what could you do about it oh yeah that's right nothing so like* am i in sixth grade no actually that's a direct quote see i remember shit like* shit like that if you like* disrespect me i will remember it for no forever why don't you wipe ,
EAR_17.xlsx,141,,fashion is on point sorry but my overalls are so seventies or something like that _ also why isn't oh what the heck um when is after hours like* it says ra after hours what do you mean oh _ wait but wait you're on the ra on duty right now could you like* come here for a second i mean i was gonna ask you anyway if ,
EAR_17.xlsx,142,,sign up for the lsc the life science core thing for the medical students because it's like* a it's like* a set course like* there's like* bio five and chem one a for example and they suggest you complete your lower divs before you can take those classes or something yeah i think it's to make sure people will make sure people have their majors fulfilled at the same time of having their med school requirements ,
EAR_17.xlsx,143,,how i talk different languages maybe yeah you know this pin why would i else why else would i wear this pin oh yeah cuz this was you didn't see this it's whatever _ but it is true i hold no like* respect for my roommate see you know how badly i want to call martin my roommate instead of my roommate you know how badly i want to he just doesn't like* respect like* what i've learned the hard way from my older brother is that it has to be earned it's not ,
EAR_17.xlsx,145,,bikes are like* really glitchy in the game _ was it this one _ no it wasn't where is it _ i don't know i don't know what that language is they're speaking now what language is that ,
EAR_17.xlsx,163,,cuz i'm like* where do i put my arms _ here alright let's do something i don't know what it is but it'll be something right ,
EAR_17.xlsx,164,,cuz i mean freaking no handlebar mustache i got it but you're just but you're just like* eh i must should i just go back every time of the month then i'm sure it won't be like* if it's a big fuckin movie _ unless it's you know already terrible in its entirety as judged by the as seen by the emoji movies ,
EAR_17.xlsx,165,,huh no no this is lunch but yeah unless it's like* the um the flavored fries my opinion it's not worth it unless it's literally drowned in in sauce and i know before you say it but it's unhealthy and you're gonna i like it ,
EAR_17.xlsx,168,,i don't know i'm gonna get some laundry done or something for the weekend it's kind of like* every week you know oh shit just about that hm nine thirtyish no why're you leaving so early i don't i have issues waking up early in the morning ,
EAR_17.xlsx,169,,and then they broke up the very next day cuz like* the girls came the girls came a clammer and then and then your boy gets totally shafted in the play group he's the only one that doesn't end up with a girl in the end and they ask does do plays always need happy endings i wait i walked back before you left though if you think about it it doesn't make no sense i was already back there i was already back by the time yeah that's too much ,
EAR_17.xlsx,183,,if i was gonna play mario i would be smash bros mario because that guy is actually like* insanely great that's what pikachu does there's only like i said there's only three moves that pikachu could do that are non damaging but i always know i don't remember which ones they are technically ,
EAR_17.xlsx,184,,it would it would like* it would reflect shit it should break ,
EAR_17.xlsx,185,,yeah sinuses best things are the _ there's nothing is is crabs actually because every thing can be combo into the like* everything combo into the _ cuz that's like* the pain pain right there i'll let you get back to stage ,
EAR_17.xlsx,186,,i wouldn't really call it weak per se _ well my days like* totally ruined but the point is like* when i said that you just like* started you're ,
EAR_17.xlsx,190,,like* prosick is probably my favorite and then you ask me so many fucking questions about the alchemist like* ten episodes after he's dead and we almost killed ourselves doing it actually we pretty much did kill ourselves i do not account for the fact that every episode was twenty-five minutes long and it was twenty-four total episodes every image goes safely over there see prosick is my favorite ,
EAR_17.xlsx,191,,huh like* pastry on the outside cool ice cream on the inside yes exactly it's pretty pretty good it's also pretty damn expensive well i mean we could technically eat ice cream but we could technically is this pizza place even good it literally just says pizza which is already a warning sign but then again that's how all the restaurants look like so go figure eh that's not worth it the guy gave me some fuckin attitude ,
